Name,Age,Gender,Address,Loan Access,CRM/ATM Access,Mobile Banking Access,Profession,Disability
Tsion Gebru,59,Female,"Kebele 1, Woreda 9, Debre Berhan",Kiya,No,Yes,Farmer,No
Eyerusalem Mulugeta,49,Female,"Kebele 17, Woreda 10, Hosaena",Michu,No,Yes,Employed,Yes
Andargachew Tsegaye,18,Male,"Kebele 11, Woreda 7, Sodo",Conventional Loan,No,No,Employed,Yes
Meseret Hussen,70,Female,"Kebele 24, Woreda 7, Arba Minch",Michu,Yes,Yes,Farmer,No
Fekadu Tesfu,57,Male,"Kebele 4, Woreda 10, Nekemte",Michu,No,No,Health Worker,Yes
Yonas Gebru,55,Male,"Kebele 5, Woreda 10, Gambela",Michu,Yes,Yes,Health Worker,No
Selamawit Gebeyehu,30,Female,"Kebele 8, Woreda 6, Hosaena",Michu,Yes,No,Health Worker,Yes
Henok Samuel,67,Male,"Kebele 30, Woreda 8, Jijiga",Conventional Loan,No,No,Employed,No
Demeke Kebede,26,Male,"Kebele 2, Woreda 10, Sodo",Conventional Loan,Yes,No,Student,No
Fikirte Nebiyu,39,Female,"Kebele 23, Woreda 2, Sodo",Michu,Yes,Yes,Employed,Yes
Tesfaye Mulugeta,24,Male,"Kebele 1, Woreda 8, Jijiga",Michu,No,Yes,Merchant,No
Mitiku Mamo,68,Male,"Kebele 24, Woreda 3, Mekelle",Conventional Loan,No,No,Teacher,Yes
Sifan Tadese,45,Female,"Kebele 1, Woreda 2, Gondar",Kiya,Yes,No,Health Worker,No
Abebech Selamawit,25,Female,"Kebele 24, Woreda 1, Asosa",Conventional Loan,No,No,Farmer,Yes
Rediet Desta,28,Female,"Kebele 16, Woreda 7, Asosa",Kiya,No,No,Health Worker,Yes
Adel Worku,24,Female,"Kebele 7, Woreda 8, Hawassa",Conventional Loan,No,Yes,Merchant,Yes
Firehiwot Mamo,42,Female,"Kebele 6, Woreda 2, Debre Berhan",Kiya,Yes,No,Health Worker,No
Mulugeta Yonas,56,Male,"Kebele 4, Woreda 4, Arba Minch",Conventional Loan,No,Yes,Health Worker,No
Ermias Tamirat,35,Male,"Kebele 27, Woreda 8, Dire Dawa",Michu,Yes,Yes,Teacher,No
Marta Mitiku,47,Female,"Kebele 13, Woreda 1, Debre Markos",Michu,Yes,Yes,Merchant,Yes
Lomi Hailemariam,43,Female,"Kebele 6, Woreda 2, Harar",Conventional Loan,No,Yes,Employed,Yes
Nebiyu Yesuf,32,Male,"Kebele 8, Woreda 9, Arba Minch",Michu,No,No,Employed,Yes
Selam Tesfaye,31,Female,"Kebele 15, Woreda 8, Debre Berhan",Kiya,Yes,Yes,Teacher,Yes
Almaz Gizachew,28,Female,"Kebele 3, Woreda 2, Arba Minch",Kiya,Yes,Yes,Health Worker,Yes
Demeke Mitiku,26,Male,"Kebele 18, Woreda 7, Debre Markos",Michu,Yes,Yes,Health Worker,Yes
Adamu Samuel,29,Male,"Kebele 27, Woreda 10, Nekemte",Michu,No,No,Health Worker,No
Rediet Zerihun,62,Female,"Kebele 1, Woreda 4, Harar",Kiya,No,Yes,Merchant,No
Fekadu Wolde,23,Male,"Kebele 28, Woreda 2, Hawassa",Conventional Loan,Yes,No,Teacher,Yes
Tebarek Binyam,18,Female,"Kebele 4, Woreda 3, Dire Dawa",Kiya,No,Yes,Teacher,Yes
Tesfu Haile,63,Male,"Kebele 21, Woreda 5, Gambela",Michu,Yes,Yes,Employed,Yes
Hiwot Tadese,37,Female,"Kebele 25, Woreda 3, Adama",Kiya,Yes,No,Student,Yes
Sintayehu Bekele,60,Male,"Kebele 30, Woreda 7, Dilla",Michu,Yes,Yes,Employed,Yes
Samuel Mekuria,21,Male,"Kebele 29, Woreda 6, Gambela",Michu,Yes,No,Employed,No
Birhanu Leul,49,Male,"Kebele 14, Woreda 7, Gondar",Michu,Yes,Yes,Employed,Yes
Tamrat Demelash,58,Male,"Kebele 26, Woreda 10, Gondar",Conventional Loan,Yes,No,Health Worker,No
Wondimu Teshome,50,Male,"Kebele 25, Woreda 2, Asosa",Michu,Yes,No,Health Worker,No
Selam Mesfin,40,Female,"Kebele 6, Woreda 9, Harar",Michu,No,No,Student,Yes
Tesfaye Worku,52,Male,"Kebele 27, Woreda 5, Mekelle",Michu,No,Yes,Health Worker,No
Marta Desalegn,52,Female,"Kebele 12, Woreda 7, Shashemene",Michu,No,No,Farmer,Yes
Zeleke Getnet,30,Male,"Kebele 11, Woreda 1, Gondar",Conventional Loan,Yes,Yes,Farmer,No
Helina Samuel,41,Female,"Kebele 13, Woreda 2, Nekemte",Kiya,Yes,Yes,Teacher,No
Gebeyehu Girma,61,Male,"Kebele 15, Woreda 7, Dire Dawa",Conventional Loan,Yes,Yes,Farmer,Yes
Teshome Sisay,65,Male,"Kebele 6, Woreda 7, Gambela",Conventional Loan,Yes,Yes,Employed,Yes
Emebet Negusu,58,Female,"Kebele 29, Woreda 9, Dilla",Michu,No,No,Employed,Yes
Selamawit Biruk,46,Male,"Kebele 15, Woreda 6, Nekemte",Conventional Loan,Yes,No,Teacher,No
Yohannes Henok,20,Male,"Kebele 16, Woreda 4, Adama",Conventional Loan,Yes,Yes,Student,No
Wubit Yilma,61,Female,"Kebele 22, Woreda 3, Jijiga",Michu,No,Yes,Farmer,No
Yordanos Andargachew,69,Female,"Kebele 11, Woreda 5, Nekemte",Michu,No,No,Merchant,No
Zewditu Tadesse,51,Female,"Kebele 6, Woreda 2, Asosa",Michu,Yes,No,Merchant,Yes
Lomi Kebede,47,Female,"Kebele 29, Woreda 8, Mekelle",Kiya,Yes,No,Teacher,Yes
Alemnesh Nigussie,24,Female,"Kebele 3, Woreda 10, Jimma",Michu,Yes,Yes,Farmer,No
Berhanu Zerihun,31,Male,"Kebele 29, Woreda 3, Dessie",Michu,No,No,Teacher,No
Kidane Biruk,28,Male,"Kebele 15, Woreda 1, Debre Berhan",Conventional Loan,Yes,No,Merchant,No
Getachew Adamu,26,Male,"Kebele 11, Woreda 8, Bahir Dar",Conventional Loan,Yes,No,Student,No
Zewditu Kidist,30,Female,"Kebele 25, Woreda 1, Asosa",Kiya,Yes,No,Merchant,Yes
Abiyot Wolde,41,Male,"Kebele 28, Woreda 2, Bahir Dar",Conventional Loan,No,Yes,Farmer,Yes
Alem Tariku,70,Female,"Kebele 5, Woreda 10, Arba Minch",Michu,Yes,No,Merchant,Yes
Misrak Kassaye,49,Female,"Kebele 27, Woreda 8, Jijiga",Conventional Loan,Yes,Yes,Farmer,Yes
Sara Geremew,25,Female,"Kebele 18, Woreda 1, Jimma",Kiya,Yes,Yes,Merchant,Yes
Tebarek Tadesse,39,Female,"Kebele 13, Woreda 10, Dessie",Kiya,No,No,Student,No
Yared Hailu,54,Male,"Kebele 6, Woreda 4, Debre Berhan",Michu,Yes,Yes,Teacher,Yes
Habtamu Chalachew,25,Male,"Kebele 10, Woreda 5, Jimma",Michu,Yes,Yes,Student,No
Tsegaye Melaku,66,Male,"Kebele 15, Woreda 8, Debre Markos",Conventional Loan,No,Yes,Employed,No
Hiwot Zegeye,43,Female,"Kebele 16, Woreda 7, Harar",Kiya,No,Yes,Farmer,No
Hewan Tilahun,65,Female,"Kebele 5, Woreda 1, Jimma",Kiya,No,Yes,Health Worker,Yes
Hana Worku,67,Female,"Kebele 27, Woreda 9, Sodo",Kiya,No,Yes,Farmer,No
Mulugeta Mekuria,40,Male,"Kebele 12, Woreda 7, Jijiga",Michu,Yes,Yes,Teacher,Yes
Rahel Getachew,69,Female,"Kebele 14, Woreda 4, Dilla",Michu,Yes,Yes,Employed,No
Merid Abebe,59,Male,"Kebele 1, Woreda 10, Dire Dawa",Conventional Loan,No,No,Merchant,No
Habtamu Melaku,33,Male,"Kebele 12, Woreda 6, Adama",Michu,No,No,Farmer,No
Tsion Asnake,60,Female,"Kebele 18, Woreda 7, Bahir Dar",Kiya,Yes,Yes,Health Worker,Yes
Hirut Hussen,58,Female,"Kebele 23, Woreda 2, Gambela",Conventional Loan,Yes,No,Student,No
Selam Yohannes,48,Female,"Kebele 30, Woreda 2, Jimma",Kiya,No,No,Employed,Yes
Zewditu Hussen,22,Female,"Kebele 11, Woreda 9, Jimma",Michu,No,No,Teacher,Yes
Luwam Henok,50,Female,"Kebele 8, Woreda 1, Debre Markos",Conventional Loan,No,No,Merchant,Yes
Hiwot Eyob,18,Female,"Kebele 21, Woreda 6, Dessie",Kiya,No,Yes,Teacher,No
Ayisha Demelash,48,Female,"Kebele 8, Woreda 10, Shashemene",Kiya,Yes,Yes,Merchant,No
Alemnesh Gebeyehu,37,Female,"Kebele 7, Woreda 6, Sodo",Conventional Loan,Yes,No,Merchant,Yes
Kassahun Mamo,55,Male,"Kebele 6, Woreda 9, Dessie",Michu,No,No,Merchant,No
Habtemariam Kidane,66,Male,"Kebele 25, Woreda 6, Harar",Michu,No,Yes,Teacher,Yes
Adanech Biruk,32,Female,"Kebele 7, Woreda 1, Sodo",Michu,No,Yes,Health Worker,Yes
Asnake Eyob,52,Male,"Kebele 20, Woreda 3, Harar",Michu,No,Yes,Merchant,No
Redae Gebru,18,Male,"Kebele 14, Woreda 2, Asosa",Conventional Loan,Yes,Yes,Student,Yes
Misrak Moges,37,Female,"Kebele 8, Woreda 2, Gambela",Kiya,Yes,No,Student,Yes
Worku Nega,23,Male,"Kebele 25, Woreda 5, Debre Markos",Conventional Loan,No,Yes,Health Worker,No
Mengistu Tadesse,33,Male,"Kebele 5, Woreda 1, Debre Markos",Michu,No,No,Farmer,No
Milki Mulugeta,56,Female,"Kebele 10, Woreda 10, Jimma",Michu,No,Yes,Farmer,Yes
Berhanu Daniel,44,Male,"Kebele 19, Woreda 6, Harar",Michu,Yes,Yes,Farmer,No
Biruk Bekele,18,Male,"Kebele 24, Woreda 7, Dessie",Conventional Loan,Yes,No,Student,Yes
Sintayehu Desta,22,Male,"Kebele 20, Woreda 7, Sodo",Michu,No,No,Farmer,Yes
Genet Abiyot,62,Female,"Kebele 7, Woreda 10, Hawassa",Michu,No,No,Student,Yes
Banchi Geremew,60,Female,"Kebele 25, Woreda 2, Gondar",Conventional Loan,Yes,Yes,Health Worker,No
Mekdes Nega,48,Female,"Kebele 5, Woreda 4, Harar",Michu,No,No,Merchant,No
Lensa Bekele,44,Female,"Kebele 24, Woreda 8, Arba Minch",Conventional Loan,No,No,Merchant,No
Zegeye Kidist,35,Male,"Kebele 13, Woreda 10, Dessie",Michu,No,No,Employed,Yes
Yonas Gebru,56,Male,"Kebele 27, Woreda 7, Nekemte",Michu,No,Yes,Teacher,Yes
Misrak Ermias,20,Female,"Kebele 5, Woreda 1, Sodo",Conventional Loan,Yes,No,Health Worker,No
Abigail Ermias,36,Female,"Kebele 14, Woreda 5, Adama",Conventional Loan,Yes,No,Employed,No
Sewit Amare,43,Female,"Kebele 8, Woreda 9, Harar",Conventional Loan,Yes,No,Health Worker,No
Bereket Zewdu,26,Male,"Kebele 22, Woreda 9, Shashemene",Michu,Yes,Yes,Health Worker,Yes
Hana Eshetu,49,Female,"Kebele 19, Woreda 2, Hosaena",Conventional Loan,No,No,Health Worker,Yes
Habtamu Kibrom,35,Male,"Kebele 5, Woreda 7, Dessie",Conventional Loan,No,Yes,Farmer,Yes
Lensa Bereket,28,Female,"Kebele 13, Woreda 1, Adama",Conventional Loan,Yes,No,Teacher,No
Feven Sisay,69,Female,"Kebele 22, Woreda 7, Nekemte",Conventional Loan,Yes,Yes,Health Worker,No
Negusu Getachew,44,Male,"Kebele 1, Woreda 5, Adama",Michu,Yes,No,Farmer,No
Abebe Daniel,32,Male,"Kebele 11, Woreda 9, Bahir Dar",Michu,No,Yes,Health Worker,Yes
Girma Mengistu,49,Male,"Kebele 21, Woreda 3, Arba Minch",Conventional Loan,Yes,Yes,Employed,Yes
Habtamu Tamirat,27,Male,"Kebele 20, Woreda 5, Arba Minch",Michu,Yes,No,Student,Yes
Sara Hailemariam,21,Female,"Kebele 6, Woreda 9, Dilla",Conventional Loan,Yes,Yes,Farmer,No
Selamawit Selamawit,46,Female,"Kebele 7, Woreda 7, Bahir Dar",Conventional Loan,No,Yes,Farmer,Yes
Lulit Zegeye,20,Female,"Kebele 7, Woreda 7, Debre Markos",Kiya,No,Yes,Health Worker,Yes
Firehiwot Hailu,67,Female,"Kebele 10, Woreda 4, Hawassa",Kiya,No,No,Teacher,No
Worku Nebiyu,49,Male,"Kebele 16, Woreda 7, Debre Berhan",Michu,Yes,Yes,Employed,Yes
Worku Hailemariam,25,Male,"Kebele 20, Woreda 7, Dessie",Conventional Loan,Yes,No,Merchant,No
Meron Desta,50,Female,"Kebele 30, Woreda 5, Asosa",Michu,Yes,Yes,Student,Yes
Tamrat Henok,28,Male,"Kebele 22, Woreda 2, Arba Minch",Conventional Loan,No,Yes,Health Worker,No
Yesuf Yemane,31,Male,"Kebele 27, Woreda 10, Jijiga",Conventional Loan,Yes,No,Health Worker,Yes
Hiwot Melaku,69,Female,"Kebele 24, Woreda 5, Dire Dawa",Michu,No,No,Student,Yes
Hawi Yonas,64,Female,"Kebele 5, Woreda 6, Bahir Dar",Kiya,No,No,Teacher,Yes
Kibrom Mulugeta,63,Male,"Kebele 14, Woreda 9, Asosa",Conventional Loan,No,Yes,Health Worker,No
Mengistu Asnake,49,Male,"Kebele 6, Woreda 8, Jimma",Michu,Yes,No,Health Worker,No
Tesfaye Biruk,28,Male,"Kebele 21, Woreda 2, Gambela",Michu,Yes,Yes,Merchant,Yes
Demelash Abiyot,24,Male,"Kebele 7, Woreda 10, Jijiga",Conventional Loan,No,No,Teacher,No
Magi Abraham,29,Female,"Kebele 10, Woreda 1, Mekelle",Kiya,Yes,No,Student,Yes
Habtemariam Haile,62,Male,"Kebele 27, Woreda 6, Dilla",Michu,No,Yes,Teacher,No
Yonas Abebe,26,Male,"Kebele 28, Woreda 5, Asosa",Conventional Loan,Yes,Yes,Teacher,No
Kidist Mulugeta,63,Female,"Kebele 24, Woreda 7, Hawassa",Michu,No,Yes,Student,No
Worku Tadesse,67,Male,"Kebele 2, Woreda 8, Asosa",Conventional Loan,No,No,Employed,No
Amel Chalachew,33,Female,"Kebele 28, Woreda 4, Debre Markos",Conventional Loan,Yes,No,Teacher,No
Negusu Mengistu,30,Male,"Kebele 2, Woreda 1, Hosaena",Michu,No,No,Employed,Yes
Zerihun Sisay,32,Male,"Kebele 9, Woreda 9, Debre Berhan",Conventional Loan,No,Yes,Merchant,No
Banchi Tariku,43,Female,"Kebele 5, Woreda 6, Harar",Michu,No,No,Teacher,No
Abigail Wondimu,41,Female,"Kebele 15, Woreda 10, Nekemte",Michu,Yes,No,Health Worker,Yes
Hana Mekonnen,51,Female,"Kebele 9, Woreda 8, Dilla",Conventional Loan,No,No,Merchant,No
Haile Tadesse,27,Male,"Kebele 23, Woreda 4, Harar",Michu,No,No,Farmer,No
Sara Bekele,43,Female,"Kebele 16, Woreda 6, Nekemte",Kiya,No,No,Employed,No
Yohannes Tesfaye,43,Male,"Kebele 18, Woreda 4, Shashemene",Conventional Loan,No,No,Farmer,Yes
Andargachew Daniel,32,Male,"Kebele 22, Woreda 1, Debre Markos",Conventional Loan,No,Yes,Teacher,No
Haimanot Dawit,52,Female,"Kebele 9, Woreda 8, Debre Markos",Michu,Yes,Yes,Merchant,No
Zemzem Mesfin,43,Female,"Kebele 17, Woreda 2, Gambela",Kiya,No,No,Student,Yes
Yonas Zeleke,19,Male,"Kebele 11, Woreda 3, Mekelle",Michu,Yes,No,Health Worker,No
Selamawit Solomon,67,Female,"Kebele 26, Woreda 6, Jijiga",Conventional Loan,No,Yes,Teacher,Yes
Kibrom Dawit,29,Male,"Kebele 7, Woreda 4, Nekemte",Conventional Loan,No,No,Farmer,No
Haile Gebru,55,Male,"Kebele 4, Woreda 6, Dire Dawa",Conventional Loan,Yes,Yes,Merchant,Yes
Yewbdar Asnake,48,Female,"Kebele 4, Woreda 6, Nekemte",Kiya,Yes,Yes,Employed,Yes
Mamo Demeke,43,Male,"Kebele 27, Woreda 1, Asosa",Michu,No,No,Merchant,Yes
Getnet Nigussie,55,Male,"Kebele 4, Woreda 1, Adama",Michu,No,No,Student,Yes
Hiwot Endale,44,Female,"Kebele 20, Woreda 4, Adama",Michu,No,Yes,Employed,Yes
Mitiku Gebeyehu,34,Male,"Kebele 7, Woreda 8, Mekelle",Michu,No,No,Teacher,Yes
Demeke Selamawit,31,Male,"Kebele 16, Woreda 7, Arba Minch",Conventional Loan,Yes,Yes,Employed,No
Fikirte Desalegn,29,Female,"Kebele 27, Woreda 1, Arba Minch",Conventional Loan,No,No,Farmer,No
Hailu Tamrat,19,Male,"Kebele 19, Woreda 10, Jijiga",Conventional Loan,No,Yes,Farmer,No
Sintayehu Getahun,31,Male,"Kebele 30, Woreda 2, Bahir Dar",Michu,No,Yes,Farmer,No
Alemnesh Tsegaye,24,Female,"Kebele 17, Woreda 9, Gambela",Kiya,Yes,No,Employed,No
Meron Endale,61,Female,"Kebele 4, Woreda 8, Jijiga",Conventional Loan,No,No,Student,Yes
Getahun Mitiku,25,Male,"Kebele 3, Woreda 4, Arba Minch",Michu,No,Yes,Merchant,Yes
Rediet Zeleke,40,Female,"Kebele 14, Woreda 3, Arba Minch",Kiya,No,Yes,Health Worker,Yes
Bekele Kebede,24,Male,"Kebele 9, Woreda 1, Debre Markos",Michu,Yes,No,Employed,No
Getnet Tadesse,44,Male,"Kebele 30, Woreda 5, Mekelle",Conventional Loan,No,Yes,Merchant,No
Solomon Getahun,23,Male,"Kebele 20, Woreda 10, Shashemene",Michu,No,No,Employed,Yes
Nardos Samuel,38,Female,"Kebele 21, Woreda 2, Debre Markos",Michu,No,Yes,Employed,Yes
Misgana Zerihun,67,Male,"Kebele 2, Woreda 6, Debre Berhan",Conventional Loan,Yes,Yes,Employed,No
Almaz Muluken,62,Female,"Kebele 25, Woreda 5, Debre Markos",Michu,No,No,Farmer,Yes
Bethelhem Amare,18,Female,"Kebele 14, Woreda 10, Jijiga",Kiya,No,Yes,Health Worker,No
Adel Daniel,66,Female,"Kebele 11, Woreda 1, Arba Minch",Kiya,No,Yes,Merchant,Yes
Luwam Chalachew,56,Female,"Kebele 9, Woreda 6, Dilla",Kiya,No,No,Merchant,No
Birhanu Yonas,58,Male,"Kebele 10, Woreda 3, Hawassa",Conventional Loan,Yes,No,Student,Yes
Tariku Abiyot,51,Male,"Kebele 14, Woreda 9, Bahir Dar",Michu,Yes,Yes,Farmer,No
Solomon Dagnachew,66,Male,"Kebele 14, Woreda 3, Debre Berhan",Conventional Loan,No,No,Merchant,No
Ayisha Yesuf,64,Female,"Kebele 24, Woreda 1, Gondar",Kiya,No,Yes,Employed,No
Tigist Mamo,47,Female,"Kebele 9, Woreda 5, Nekemte",Conventional Loan,Yes,No,Student,Yes
Yilma Binyam,41,Male,"Kebele 26, Woreda 5, Dessie",Michu,Yes,Yes,Employed,No
Abraham Muluken,67,Male,"Kebele 12, Woreda 4, Gondar",Michu,No,No,Merchant,No
Gelila Endale,20,Female,"Kebele 17, Woreda 10, Hosaena",Michu,No,No,Employed,No
Kidist Desta,67,Male,"Kebele 7, Woreda 5, Adama",Conventional Loan,No,Yes,Merchant,Yes
Abiyot Tariku,53,Male,"Kebele 14, Woreda 8, Debre Markos",Conventional Loan,Yes,Yes,Student,No
Dawit Wube,35,Female,"Kebele 8, Woreda 8, Jimma",Kiya,Yes,Yes,Health Worker,Yes
Bethelhem Bekele,40,Female,"Kebele 17, Woreda 3, Hosaena",Conventional Loan,No,Yes,Health Worker,Yes
Geremew Redae,43,Male,"Kebele 6, Woreda 6, Bahir Dar",Michu,No,No,Student,No
Dagnachew Chalachew,27,Male,"Kebele 21, Woreda 2, Hosaena",Conventional Loan,No,Yes,Farmer,No
Dawit Yonas,33,Female,"Kebele 23, Woreda 2, Debre Berhan",Kiya,Yes,No,Health Worker,No
Andargachew Desta,22,Male,"Kebele 4, Woreda 3, Jijiga",Michu,Yes,No,Student,Yes
Getahun Getnet,19,Male,"Kebele 20, Woreda 2, Mekelle",Michu,Yes,Yes,Student,Yes
Alemnesh Tilahun,51,Female,"Kebele 28, Woreda 5, Bahir Dar",Kiya,Yes,No,Student,No
Selamawit Shiferaw,49,Female,"Kebele 9, Woreda 3, Hawassa",Conventional Loan,Yes,No,Teacher,Yes
Alem Henok,30,Female,"Kebele 11, Woreda 9, Debre Markos",Conventional Loan,No,No,Health Worker,No
Zebene Girma,52,Female,"Kebele 16, Woreda 5, Hawassa",Conventional Loan,No,No,Teacher,Yes
Zewdu Dagnachew,45,Male,"Kebele 30, Woreda 5, Nekemte",Michu,No,No,Student,No
Dawit Samuel,51,Female,"Kebele 1, Woreda 5, Harar",Michu,No,Yes,Student,No
Banchi Abraham,67,Female,"Kebele 13, Woreda 5, Sodo",Kiya,No,No,Farmer,No
Abraham Yohannes,48,Male,"Kebele 4, Woreda 1, Harar",Conventional Loan,Yes,Yes,Farmer,No
Sossina Hailu,31,Female,"Kebele 24, Woreda 8, Adama",Kiya,Yes,Yes,Employed,No
Fikirte Habtemariam,24,Female,"Kebele 26, Woreda 7, Dilla",Conventional Loan,No,Yes,Student,No
Tilahun Worku,47,Male,"Kebele 10, Woreda 2, Sodo",Michu,Yes,Yes,Employed,Yes
Endale Yesuf,41,Male,"Kebele 9, Woreda 3, Debre Berhan",Conventional Loan,No,Yes,Teacher,No
Hana Eyob,63,Female,"Kebele 2, Woreda 9, Debre Berhan",Michu,Yes,Yes,Teacher,No
Tesfaye Zeleke,33,Male,"Kebele 3, Woreda 6, Adama",Michu,No,Yes,Health Worker,Yes
Hewan Gebru,26,Female,"Kebele 23, Woreda 8, Hawassa",Michu,No,No,Student,Yes
Yared Asnake,32,Male,"Kebele 27, Woreda 5, Dire Dawa",Michu,Yes,Yes,Farmer,Yes
Yewbdar Binyam,42,Female,"Kebele 11, Woreda 3, Sodo",Kiya,No,Yes,Merchant,Yes
Birhanu Merid,49,Male,"Kebele 26, Woreda 9, Harar",Conventional Loan,No,Yes,Student,Yes
Dagnachew Abebe,68,Male,"Kebele 13, Woreda 5, Jimma",Michu,Yes,No,Teacher,No
Hiwot Abraham,60,Female,"Kebele 10, Woreda 2, Jijiga",Michu,Yes,No,Farmer,Yes
Kibrom Wube,39,Male,"Kebele 29, Woreda 1, Mekelle",Michu,Yes,No,Merchant,No
Zewdu Gebeyehu,60,Male,"Kebele 21, Woreda 9, Dessie",Conventional Loan,Yes,Yes,Employed,No
Biruk Bekele,31,Male,"Kebele 27, Woreda 10, Jimma",Michu,No,Yes,Farmer,No
Eden Tsegaye,21,Female,"Kebele 1, Woreda 5, Debre Berhan",Conventional Loan,No,Yes,Farmer,No
Tesfaye Adamu,25,Male,"Kebele 18, Woreda 5, Sodo",Conventional Loan,No,Yes,Merchant,Yes
Yeshi Legesse,61,Female,"Kebele 14, Woreda 5, Gondar",Michu,Yes,Yes,Health Worker,Yes
Selam Tadesse,22,Female,"Kebele 22, Woreda 10, Hosaena",Michu,Yes,Yes,Teacher,No
Sossina Leul,68,Female,"Kebele 1, Woreda 10, Sodo",Kiya,Yes,No,Health Worker,No
Almaz Abiyot,40,Female,"Kebele 26, Woreda 7, Hosaena",Michu,No,No,Teacher,Yes
Melaku Abraham,48,Male,"Kebele 3, Woreda 4, Mekelle",Michu,Yes,No,Employed,No
Zinash Tariku,45,Female,"Kebele 19, Woreda 4, Arba Minch",Michu,No,No,Teacher,No
Demeke Habtemariam,42,Male,"Kebele 2, Woreda 1, Nekemte",Michu,No,No,Merchant,No
Girma Getahun,53,Male,"Kebele 6, Woreda 7, Harar",Michu,Yes,No,Employed,Yes
Asnake Mamo,31,Male,"Kebele 1, Woreda 4, Dire Dawa",Conventional Loan,Yes,Yes,Student,Yes
Lensa Eshetu,65,Female,"Kebele 13, Woreda 3, Debre Berhan",Michu,No,No,Teacher,Yes
Tigist Teshome,61,Female,"Kebele 10, Woreda 9, Arba Minch",Kiya,Yes,No,Merchant,No
Selamawit Demelash,63,Female,"Kebele 23, Woreda 6, Shashemene",Conventional Loan,No,Yes,Employed,Yes
Genet Wondimu,50,Female,"Kebele 28, Woreda 6, Gambela",Michu,No,Yes,Health Worker,Yes
Daniel Nebiyu,18,Male,"Kebele 17, Woreda 4, Asosa",Michu,No,No,Health Worker,Yes
Hailemariam Bekele,28,Male,"Kebele 15, Woreda 6, Debre Berhan",Conventional Loan,No,No,Health Worker,Yes
Sifan Andargachew,63,Female,"Kebele 24, Woreda 4, Dire Dawa",Michu,No,No,Health Worker,Yes
Rediet Sisay,48,Female,"Kebele 2, Woreda 1, Debre Berhan",Kiya,No,Yes,Teacher,No
Zebiba Endale,21,Female,"Kebele 13, Woreda 5, Hosaena",Kiya,No,Yes,Health Worker,No
Almaz Zeleke,62,Female,"Kebele 22, Woreda 4, Nekemte",Kiya,Yes,No,Employed,No
Tesfu Tesfu,25,Male,"Kebele 30, Woreda 3, Jijiga",Conventional Loan,Yes,No,Farmer,Yes
Zewditu Mitiku,52,Female,"Kebele 26, Woreda 3, Debre Berhan",Michu,Yes,No,Merchant,No
Hirut Tamirat,28,Female,"Kebele 6, Woreda 6, Dessie",Conventional Loan,Yes,No,Teacher,Yes
Kidist Fekadu,39,Male,"Kebele 11, Woreda 4, Hosaena",Conventional Loan,No,Yes,Student,Yes
Biruk Hussen,37,Male,"Kebele 6, Woreda 5, Dire Dawa",Conventional Loan,No,Yes,Farmer,No
Dinknesh Haile,54,Female,"Kebele 24, Woreda 10, Adama",Michu,Yes,No,Employed,Yes
Ayenalem Samuel,62,Female,"Kebele 9, Woreda 3, Jimma",Kiya,No,No,Farmer,No
Gete Yemane,38,Female,"Kebele 11, Woreda 6, Gondar",Conventional Loan,No,No,Health Worker,Yes
Hayat Redae,48,Female,"Kebele 29, Woreda 5, Debre Markos",Kiya,Yes,Yes,Farmer,Yes
Dinknesh Tadesse,21,Female,"Kebele 18, Woreda 4, Hosaena",Michu,Yes,No,Farmer,No
Zerihun Yonas,36,Male,"Kebele 8, Woreda 2, Jijiga",Conventional Loan,Yes,Yes,Merchant,Yes
Tilahun Tadese,39,Male,"Kebele 28, Woreda 8, Mekelle",Conventional Loan,Yes,No,Health Worker,No
Lomi Merid,66,Female,"Kebele 24, Woreda 10, Dire Dawa",Kiya,No,No,Farmer,No
Zerihun Zeleke,34,Male,"Kebele 12, Woreda 5, Gambela",Conventional Loan,No,No,Merchant,No
Getnet Abebe,38,Male,"Kebele 19, Woreda 3, Hawassa",Michu,No,Yes,Merchant,No
Yodit Tadese,56,Female,"Kebele 23, Woreda 7, Arba Minch",Michu,Yes,Yes,Employed,No
Kibrom Mulugeta,70,Male,"Kebele 27, Woreda 1, Dilla",Conventional Loan,No,No,Farmer,Yes
Nardos Getahun,32,Female,"Kebele 6, Woreda 1, Hawassa",Conventional Loan,No,Yes,Student,No
Mekuria Tamrat,20,Male,"Kebele 13, Woreda 5, Gambela",Conventional Loan,Yes,No,Merchant,No
Adanech Ermias,63,Female,"Kebele 30, Woreda 3, Mekelle",Conventional Loan,Yes,No,Student,No
Haimanot Kibrom,27,Female,"Kebele 6, Woreda 4, Bahir Dar",Michu,No,No,Merchant,Yes
Sifan Yonas,39,Female,"Kebele 8, Woreda 9, Gambela",Michu,Yes,Yes,Merchant,No
Sossina Merid,33,Female,"Kebele 24, Woreda 7, Shashemene",Michu,No,Yes,Student,No
Wondimu Mengistu,38,Male,"Kebele 21, Woreda 6, Asosa",Michu,Yes,Yes,Student,No
Alemnesh Fekadu,38,Female,"Kebele 14, Woreda 5, Asosa",Conventional Loan,No,Yes,Teacher,No
Ayisha Dawit,57,Female,"Kebele 30, Woreda 8, Harar",Conventional Loan,No,Yes,Student,No
