Name,Withdrawal Amount (ETB),Withdrawal Successful
Abiyot Dawit,1836.07,Yes
Hirut Yohannes,6114.73,Yes
Zinash Gebru,3042.42,Yes
Endale Shiferaw,2024.57,Yes
Yordanos Eyob,7511.78,Yes
Wolde Mekuria,5083.53,Yes
Yesuf Zeleke,7611.11,Yes
Kidist Mamo,3624.6,Yes
Abiyot Kebede,6141.68,Yes
Henok Kassahun,5171.85,No
Yeshi Shiferaw,1921.01,Yes
Teshome Yemane,3300.77,Yes
Amel Biruk,2635.83,Yes
Hirut Andargachew,949.42,Yes
Zinash Tesfu,2942.66,Yes
Tsion Muluken,5521.11,Yes
Mihret Dawit,7270.03,Yes
Wengel Habtamu,2923.82,Yes
Merid Demeke,7511.68,No
Hana Yared,2655.24,Yes
Yewbdar Solomon,9976.92,Yes
Mitiku Gebeyehu,1857.44,Yes
Lulit Redae,1877.66,Yes
Abebe Tamrat,8021.48,Yes
Bekele Daniel,6520.0,Yes
Selamawit Solomon,7334.39,Yes
Zegeye Adamu,3991.7,Yes
Tigist Zewdu,5940.46,Yes
Zeleke Tamrat,9394.31,Yes
Lomi Yilma,7485.46,No
Zufan Amare,7182.96,Yes
Firehiwot Yared,8828.93,No
Ayenalem Nebiyu,8673.98,No
Mitiku Hailemariam,5007.79,No
Yilma Zewdu,5721.85,Yes
Tena Misgana,9170.71,No
Hewan Eshetu,4492.6,Yes
Zegeye Girma,6633.96,Yes
Nebiyu Eyob,4589.06,Yes
Ayenalem Melaku,4910.56,Yes
Mahlet Abiyot,8062.57,Yes
Selam Habtamu,5424.44,No
Teshome Yemane,7715.66,Yes
Gebru Selamawit,1137.86,Yes
Helina Mekuria,8361.72,No
Hailu Merid,167.5,No
Mekdes Kassaye,4598.22,Yes
Wolde Demeke,8648.55,Yes
Feven Samuel,7671.38,Yes
Yonas Tadese,6060.56,No
Bethelhem Desta,1964.43,Yes
Hailu Dagnachew,1253.0,Yes
Hiwot Zeleke,4314.42,Yes
Hana Girma,4129.48,No
Zegeye Demelash,7295.03,No
Dawit Shiferaw,7597.34,No
Marta Endale,3743.63,No
Binyam Melaku,8799.36,Yes
Worku Getnet,2306.24,No
Hewan Bekele,1323.99,Yes
Gizachew Yohannes,1460.87,Yes
Kassahun Haile,4164.95,Yes
Tadese Nigussie,5118.81,Yes
Yared Yilma,4588.75,Yes
Sara Misgana,6414.35,Yes
Desta Getachew,5000.39,Yes
Hana Abiyot,7219.11,No
Sewit Leul,7051.44,Yes
Alem Adamu,5674.08,No
Tadesse Zegeye,3521.78,Yes
Gete Zerihun,164.59,Yes
Amare Kebede,520.28,Yes
Hussen Andargachew,1000.67,No
Hiwot Solomon,7695.3,No
Yesuf Berhanu,5344.89,No
Zinash Yesuf,6104.18,Yes
Tamrat Leul,7151.11,No
Rediet Abraham,4325.57,Yes
Dagnachew Abraham,2730.23,Yes
Amel Nebiyu,9675.36,Yes
Sisay Getahun,4293.07,Yes
Sewit Habtamu,5206.07,Yes
Senait Habtamu,6382.8,Yes
Hailemariam Moges,9739.93,No
Yemane Habtemariam,3978.26,No
Adamu Tilahun,8181.5,Yes
Yewbdar Desalegn,4439.0,No
Yeshi Fekadu,1078.57,Yes
Yonas Moges,3028.86,Yes
Mitiku Selamawit,5439.88,No
Redae Samuel,5528.39,No
Kidist Asnake,8346.17,Yes
Hiwot Legesse,4831.47,No
Adamu Kassaye,2879.88,Yes
Zebiba Shiferaw,6015.41,Yes
Kibrom Melaku,1809.97,No
Melaku Melaku,7774.06,Yes
Yohannes Tadese,1039.27,Yes
Lulit Tesfaye,2146.34,Yes
Redae Yilma,6791.78,Yes
Tesfu Abebe,1583.44,Yes
Hussen Adamu,9670.82,Yes
Redae Gebru,3271.64,Yes
Tena Eshetu,4007.74,Yes
Berhanu Mitiku,316.87,Yes
Hirut Andargachew,5689.04,Yes
Zufan Yohannes,2600.79,Yes
Demeke Samuel,6955.53,No
Yesuf Shiferaw,5135.17,No
Wengel Daniel,8169.95,Yes
Worku Habtamu,9320.43,Yes
Birtukan Misgana,100.54,Yes
Gennet Abraham,3863.3,Yes
Tesfaye Yohannes,4945.43,Yes
Melaku Negusu,590.64,Yes
Fozia Tamrat,2088.26,Yes
Biruk Berhanu,6745.83,Yes
Tsion Desta,6805.78,Yes
Merid Negusu,4230.39,Yes
Yonas Mitiku,7957.71,Yes
Mesfin Tariku,2562.73,No
Zinash Moges,2145.65,Yes
Merid Geremew,2830.39,Yes
Yared Birhanu,565.92,Yes
Samuel Mamo,7875.67,Yes
Tilahun Hailu,3150.14,Yes
Worku Gebru,119.39,Yes
Hana Legesse,7910.88,Yes
Redae Dawit,8703.39,Yes
Binyam Gebeyehu,7293.31,No
Fikirte Desalegn,2587.09,No
Selam Kassahun,7766.47,Yes
Yeshi Hailu,9052.28,Yes
Yared Tesfaye,4758.22,Yes
Lensa Fekadu,6489.78,Yes
Binyam Yonas,5278.53,Yes
Haimanot Dawit,5485.53,Yes
Legesse Misgana,2359.74,Yes
Tigist Habtemariam,9672.87,Yes
Geremew Hussen,5610.86,Yes
Yohannes Tariku,9169.38,Yes
Tsegaye Tesfu,191.07,Yes
Yilma Eyob,9269.65,Yes
Assefu Sisay,2259.64,Yes
Worku Daniel,3175.49,Yes
Sintayehu Eyob,5428.87,Yes
Dagmawit Yohannes,4321.47,Yes
Samuel Getahun,2626.33,Yes
Mitiku Bekele,5269.27,Yes
Bereket Demelash,9672.2,Yes
Dawit Fekadu,290.94,No
Mamo Mekuria,4714.82,No
Geremew Birhanu,2943.84,Yes
Tigist Getachew,2800.78,Yes
Atikilt Sintayehu,8833.91,No
Haimanot Kibrom,3553.31,No
Genet Yonas,1469.07,Yes
Desta Wolde,6465.25,Yes
Senait Abiyot,1706.38,Yes
Zebiba Eyob,5684.49,Yes
Mesfin Tamrat,6650.15,Yes
Meseret Adamu,3733.38,Yes
Redae Kebede,7519.79,Yes
Bekele Abiyot,1331.0,Yes
Getahun Chalachew,654.7,Yes
Tsion Samuel,6577.15,Yes
Eshetu Melaku,3331.7,Yes
Ayantu Abraham,2076.17,Yes
Luwam Getachew,830.58,Yes
Yonas Melaku,721.06,Yes
Daniel Solomon,9038.3,Yes
Negusu Sintayehu,8521.23,Yes
Zufan Zewdu,3547.72,Yes
Mekuria Tariku,3472.55,No
Wube Kassaye,9519.77,Yes
Hawi Teshome,7602.27,Yes
Rahel Yohannes,9730.26,Yes
Habtamu Yared,8719.79,No
Abigail Mekuria,3661.4,No
Adamu Tadese,5007.46,Yes
Desta Wolde,6705.6,No
Kidist Gebru,7299.12,Yes
Bereket Asnake,5695.41,Yes
Tsion Muluken,351.28,Yes
Mulu Tilahun,2241.29,Yes
Asnake Geremew,2277.3,No
Hirut Gizachew,9339.05,Yes
Desalegn Mamo,7040.14,No
Yemane Gizachew,5654.32,Yes
Hailemariam Mamo,2978.68,Yes
Binyam Yesuf,6780.8,Yes
Selam Tadesse,4393.29,Yes
Samuel Mamo,2197.51,No
Helina Abiyot,5554.53,Yes
Wube Dagnachew,2614.88,Yes
Samuel Hussen,9983.47,No
Gete Legesse,6055.06,Yes
Sewit Mulugeta,608.19,No
Chalachew Zerihun,337.82,Yes
Abraham Desalegn,4257.68,Yes
Selam Tesfaye,425.24,Yes
Mamo Kidist,2858.14,Yes
Abebe Yemane,9689.93,Yes
Gete Gebru,9388.9,Yes
Sara Mulugeta,4077.97,Yes
Yeshi Legesse,4235.94,No
Mitiku Gebeyehu,2293.88,Yes
Banchi Mesfin,7318.5,Yes
Yilma Tilahun,576.35,Yes
Milki Yared,6985.48,No
Assefu Samuel,9357.93,Yes
Kibrom Teshome,7082.43,Yes
Samuel Yilma,8006.25,Yes
Mengistu Getnet,1784.57,No
Tinsae Zeleke,8461.91,No
Ayisha Kidist,7237.84,Yes
Hawi Solomon,7299.09,Yes
Kassahun Mamo,8362.01,Yes
Hirut Sisay,541.45,No
Rediet Yohannes,6218.02,Yes
Sifan Andargachew,4854.26,Yes
Adanech Tamrat,7384.69,Yes
Rediet Zeleke,4834.56,Yes
Tigist Dagnachew,2238.82,No
Worku Leul,5748.35,Yes
Tamirat Biruk,1762.49,Yes
Senait Moges,3126.09,Yes
Endale Moges,8719.69,Yes
Mekuria Abebe,9675.15,Yes
Ayisha Getachew,1533.79,No
Binyam Adamu,9462.79,Yes
Wolde Abraham,3818.36,Yes
Yilma Moges,9601.04,Yes
Wondimu Tamrat,9715.15,Yes
Ruth Moges,838.38,Yes
Melaku Dawit,4768.18,Yes
Solomon Geremew,8708.85,Yes
Haimanot Abebe,6326.15,No
Nega Nebiyu,8244.66,Yes
Berhanu Yemane,2252.81,Yes
Biruk Zegeye,3987.27,Yes
Hana Habtamu,4908.81,Yes
Sossina Yesuf,6206.01,Yes
Hailu Demeke,5231.03,Yes
Mengistu Girma,4157.28,Yes
Meseret Hussen,6918.52,Yes
Demelash Solomon,1322.73,Yes
Zerihun Adamu,7757.91,Yes
Senait Leul,5913.93,No
Bisrat Sintayehu,2866.44,Yes
Hayat Tariku,6341.0,Yes
Gebru Wube,760.44,Yes
Daniel Geremew,2608.01,Yes
Gete Redae,5126.98,Yes
Ruth Abebe,8493.11,Yes
Gebeyehu Daniel,6563.14,Yes
Almaz Shiferaw,4289.42,Yes
Lensa Solomon,9283.18,No
Tadese Zewdu,6422.36,Yes
Magi Geremew,8523.74,Yes
Getachew Eshetu,1980.37,Yes
Haimanot Binyam,2510.98,Yes
Alem Yohannes,4075.57,No
Rediet Misgana,7558.87,No
Sara Bereket,7843.46,No
Zebene Tilahun,581.43,Yes
Mekdes Yonas,5327.17,No
Yordanos Daniel,7245.94,Yes
Rediet Wolde,4188.82,Yes
Yeshi Hussen,5273.18,Yes
Abigail Zegeye,5234.51,Yes
Sewit Wondimu,1688.97,Yes
Mihret Yemane,3087.95,No
Wube Kassaye,2326.14,Yes
Luwam Misgana,1285.14,No
Tigist Abiyot,704.8,Yes
Wengel Wondimu,5298.96,Yes
Aster Zewdu,8319.87,Yes
Misrak Habtamu,9956.92,Yes
Endale Adamu,4692.34,Yes
Melaku Selamawit,5714.29,Yes
Wolde Wolde,4131.05,Yes
Tigist Demelash,3517.32,Yes
Ayisha Yesuf,4524.28,Yes
Gebeyehu Tesfaye,5340.24,Yes
Amel Teshome,3057.51,Yes
Legesse Nega,2164.79,Yes
Lensa Kebede,1396.81,Yes
Gizachew Gebeyehu,2565.6,Yes
Hailemariam Bereket,9125.14,Yes
Birtukan Kassaye,7547.06,Yes
Eyerusalem Mulugeta,8591.77,Yes
Nardos Wondimu,7354.23,Yes
Selamawit Asnake,5989.27,Yes
Mekdes Desta,5356.66,No
Yonas Asnake,237.32,Yes
Zewdu Zerihun,1488.26,Yes
Yordanos Henok,9325.16,No
Adanech Abebe,624.35,Yes
Tebarek Demelash,7542.12,No
Desalegn Endale,7176.78,Yes
Lensa Yonas,563.62,Yes
Mihret Gizachew,8700.5,No
Tariku Binyam,6264.1,Yes
Hailemariam Geremew,6374.26,Yes
Mulugeta Abiyot,6277.8,No
Zinash Tariku,4237.53,Yes
Samuel Andargachew,1173.51,No
Amel Redae,7939.85,Yes
Yewbdar Chalachew,5713.12,Yes
Hussen Mesfin,8401.35,Yes
Rediet Zeleke,1223.32,Yes
Fikirte Habtemariam,5282.28,Yes
Hiwot Leul,549.67,Yes
Zewdu Yohannes,9814.21,Yes
Senait Getahun,5399.88,Yes
Kibrom Fekadu,2086.27,No
Sisay Moges,9640.13,No
Kassaye Mesfin,7531.51,Yes
Milki Misgana,1197.84,Yes
Fikirte Gebru,2598.62,Yes
Genet Demelash,177.75,Yes
Chalachew Henok,2051.06,Yes
Hirut Teshome,5273.55,Yes
Meron Teshome,8911.2,No
Merid Wolde,3209.71,Yes
Yeshi Asnake,7982.07,Yes
Demeke Redae,7878.62,Yes
Zebene Yonas,8000.79,Yes
Redae Kassaye,6462.48,Yes
Fozia Mamo,910.15,Yes
Lensa Eyob,7842.5,Yes
Asnake Kidist,3081.56,Yes
Eyob Melaku,7840.75,Yes
Dawit Yonas,242.01,No
Fozia Tadese,3000.54,Yes
Asnake Yohannes,4387.49,Yes
Moges Samuel,3246.49,Yes
Gelila Zerihun,3444.8,Yes
Naomi Dagnachew,7970.24,Yes
Tigist Yohannes,1670.34,Yes
Meron Yesuf,3099.76,Yes
Eyerusalem Moges,9439.71,Yes
Dinknesh Mekonnen,2283.28,Yes
Asnake Girma,8522.33,Yes
Wube Yared,9604.54,Yes
Desalegn Demeke,6105.55,Yes
Daniel Wondimu,9655.7,Yes
Wubit Misgana,409.7,Yes
Mekdes Andargachew,1919.82,Yes
Kidist Wondimu,9754.51,Yes
Dawit Muluken,735.47,No
Selamawit Abraham,432.2,Yes
Daniel Biruk,5190.14,Yes
Muluken Moges,5574.51,Yes
Selamawit Abebe,9669.16,Yes
Mihret Mulugeta,434.13,Yes
Yonas Tadese,7470.17,Yes
Hussen Mesfin,4507.43,Yes
Tigist Getnet,7985.2,No
Genet Mitiku,3871.75,Yes
Lensa Melaku,4925.42,Yes
Misgana Gizachew,6996.4,No
Sintayehu Mitiku,7448.82,No
Girma Bereket,8501.45,Yes
Getahun Asnake,3720.79,Yes
Bisrat Mekuria,7542.32,No
Yilma Tamrat,2049.83,Yes
Nebiyu Leul,1908.54,Yes
Lulit Getahun,320.65,Yes
Ayantu Sisay,778.26,Yes
Daniel Biruk,3090.21,Yes
Demeke Getachew,4980.77,No
Zebene Muluken,3952.6,Yes
Demelash Zeleke,2554.4,Yes
Fozia Kassaye,7638.93,No
Abebe Tsegaye,9773.22,Yes
Lensa Moges,653.9,Yes
Almaz Gizachew,8384.42,Yes
Kidist Sintayehu,3617.76,Yes
Hana Yared,9950.27,Yes
Fekadu Kidane,4255.32,Yes
Dawit Melaku,4044.74,No
Tilahun Yonas,548.4,Yes
Bereket Desalegn,7266.15,Yes
Hailemariam Mamo,4436.23,Yes
Firehiwot Tesfaye,8352.39,Yes
Adanech Biruk,3162.54,Yes
Tigist Kassahun,7484.48,Yes
Negusu Mengistu,8032.49,Yes
Mulugeta Haile,2832.08,Yes
Yemane Abiyot,6999.55,Yes
Eyob Wondimu,7590.86,Yes
Adanech Ermias,3987.3,Yes
Rediet Amare,5546.75,Yes
Yeshi Zewdu,2952.41,Yes
Rahel Mekonnen,1560.58,Yes
Tsegaye Berhanu,1700.79,Yes
Marta Kebede,7474.02,Yes
Yonas Hailemariam,8192.21,Yes
Wengel Fekadu,944.56,No
Gebru Binyam,9232.38,No
Gebru Zeleke,638.75,Yes
Yohannes Nega,4542.98,Yes
Meron Desalegn,7144.44,Yes
Almaz Shiferaw,7363.02,Yes
Hiwot Getnet,8929.96,Yes
Habtemariam Tamirat,4175.9,Yes
Leul Nebiyu,6139.84,No
Yemane Nebiyu,3493.28,Yes
Luwam Girma,2339.84,Yes
Dagnachew Mekuria,7138.67,Yes
Tena Mengistu,8945.21,Yes
Wubit Yesuf,3934.69,Yes
Gelila Tsegaye,4828.55,Yes
Wube Yonas,1880.18,Yes
Tsion Legesse,6749.1,Yes
Sossina Mesfin,8068.68,Yes
Sewit Kidane,3254.61,Yes
Tinsae Mitiku,7962.91,Yes
Kidist Tadesse,6913.22,Yes
Hirut Haile,151.23,Yes
Tebarek Mitiku,2207.8,Yes
Desta Merid,7883.42,Yes
Magi Asnake,1382.45,No
Mitiku Zerihun,973.59,Yes
Luwam Worku,9397.5,Yes
Fekadu Zerihun,9412.18,Yes
Dawit Mekuria,1803.2,Yes
Geremew Kidane,6697.74,No
Berhanu Teshome,6740.13,No
Ayenalem Kassaye,641.6,Yes
Misrak Biruk,9990.59,Yes
Tadesse Zerihun,9687.62,Yes
Birhanu Wondimu,8358.85,Yes
Lomi Kidane,4298.2,No
Bisrat Legesse,9022.8,Yes
Hiwot Nega,6693.31,Yes
Bethelhem Getahun,7830.59,Yes
Demeke Tsegaye,6770.64,Yes
Eyerusalem Merid,4488.56,Yes
Sossina Hailu,7273.5,Yes
Legesse Melaku,2869.22,Yes
Lulit Amare,4790.14,Yes
Negusu Getachew,5280.05,No
Tigist Solomon,2724.61,No
Bekele Hailemariam,3225.61,Yes
Tigist Kebede,4710.14,No
Meseret Mekuria,5893.94,Yes
Luwam Yonas,4840.16,Yes
Banchi Wondimu,1552.06,Yes
Desalegn Bereket,5761.22,Yes
Dagnachew Demeke,9396.56,Yes
Genet Birhanu,4918.7,Yes
Rahel Zewdu,8230.25,No
Zegeye Fekadu,8057.05,Yes
Haimanot Binyam,5269.91,Yes
Hirut Yohannes,6158.45,Yes
Tadesse Samuel,8840.08,Yes
Fekadu Leul,7409.18,Yes
Muluken Zegeye,2102.24,Yes
Merid Wolde,3056.72,Yes
Daniel Kidane,581.1,Yes
Kidane Teshome,158.63,Yes
Wube Haile,9098.96,Yes
Habtamu Ermias,1412.19,Yes
Eshetu Habtemariam,7214.43,Yes
Abigail Habtemariam,3438.74,Yes
Hailemariam Negusu,9320.0,Yes
Gete Chalachew,9319.63,Yes
Eden Kassahun,5655.51,Yes
Yordanos Yemane,9768.73,No
Eshetu Getahun,3714.27,Yes
Dawit Yonas,3123.73,Yes
Mesfin Girma,9262.01,Yes
Lensa Andargachew,7320.28,No
Helina Redae,436.55,No
Hussen Gebru,2168.74,Yes
Ruth Desalegn,5093.43,Yes
Merid Mamo,6747.41,Yes
Tebarek Mulugeta,6819.45,No
Nega Mitiku,310.16,Yes
Lomi Dawit,9470.86,Yes
Samuel Zeleke,8664.36,No
Getnet Abiyot,9299.16,Yes
Lulit Endale,8511.17,Yes
Sifan Sintayehu,330.21,Yes
Tamrat Abebe,2082.29,No
Tigist Mesfin,1102.37,Yes
Mitiku Desta,6365.41,No
Hailu Mitiku,9727.05,Yes
Adanech Habtemariam,7764.37,Yes
Abiyot Mitiku,2581.75,Yes
Tsegaye Biruk,7527.15,Yes
Merid Asnake,4399.49,Yes
Muluken Asnake,2539.9,Yes
Tamrat Tadese,3895.04,Yes
Geremew Birhanu,511.26,Yes
Abiyot Kidist,5974.51,Yes
Amel Biruk,3979.94,Yes
Abebech Chalachew,5729.0,No
Adanech Kidist,9851.36,No
Fikirte Tesfu,2028.53,Yes
Bethelhem Getnet,7368.26,Yes
Melaku Gebeyehu,4006.05,Yes
Habtamu Henok,2274.79,Yes
Geremew Yemane,9213.8,Yes
Eden Wolde,975.14,Yes
Tsegaye Mekonnen,6554.07,Yes
Melaku Hussen,1047.94,No
Sisay Yonas,843.42,Yes
Kassahun Nigussie,8647.77,Yes
Luwam Demelash,5544.89,Yes
Wondimu Muluken,8668.02,Yes
Yilma Berhanu,1095.64,Yes
Haile Demelash,1236.05,Yes
Gennet Daniel,4060.71,Yes
Endale Legesse,9109.67,Yes
Bethelhem Dawit,5252.79,Yes
Zufan Asnake,9067.95,Yes
Sifan Tesfaye,8781.9,Yes
Mitiku Berhanu,3321.76,No
Shiferaw Sisay,3307.13,Yes
Kassaye Melaku,3680.15,Yes
Ayisha Samuel,8983.72,Yes
Shiferaw Daniel,5679.62,No
Aster Birhanu,6439.1,No
Ayenalem Geremew,3127.0,Yes
Zerihun Mulugeta,6065.44,Yes
Muluken Zegeye,2151.5,Yes
Ayisha Getachew,8092.63,Yes
Wolde Mengistu,2620.44,No
Zegeye Muluken,6414.59,Yes
Eden Binyam,3687.3,Yes
Hussen Hailu,2158.2,Yes
Bekele Daniel,6949.54,Yes
Tena Fekadu,1511.13,Yes
Dinknesh Mulugeta,4900.91,No
Habtamu Yohannes,5060.88,Yes
Nebiyu Tesfu,9364.53,Yes
Dawit Wolde,8521.82,No
Mamo Solomon,5427.99,Yes
Hana Ermias,9017.56,Yes
Zufan Hailemariam,5494.0,No
Gete Abiyot,5332.98,Yes
Sossina Habtemariam,5470.09,Yes
Yemane Haile,888.79,Yes
Rediet Hailemariam,2980.15,Yes
Abebech Tadese,8590.31,Yes
Almaz Tamrat,4567.32,Yes
Redae Demelash,666.33,Yes
Mekuria Bekele,5426.94,Yes
Magi Amare,6476.15,No
Samuel Hussen,8735.5,Yes
Marta Yohannes,9856.92,Yes
Meron Berhanu,7553.51,Yes
Gelila Sintayehu,2985.89,Yes
Lomi Demeke,8960.35,No
Mitiku Chalachew,5225.68,Yes
Haimanot Solomon,907.77,Yes
Sintayehu Abraham,3203.44,Yes
Bekele Habtamu,3308.94,Yes
Almaz Getachew,3235.22,Yes
Binyam Kidist,6105.53,Yes
Gelila Dagnachew,7523.17,Yes
Yohannes Leul,678.88,Yes
Zerihun Gizachew,4502.05,Yes
Wubit Dawit,9342.91,Yes
Zegeye Leul,7444.0,Yes
Yared Mamo,1752.17,Yes
Zerihun Eyob,1578.03,Yes
Getnet Abiyot,5202.16,Yes
Senait Merid,2187.24,Yes
Kibrom Andargachew,3043.85,No
Fozia Mamo,6939.16,No
Getahun Birhanu,7536.46,No
Eyerusalem Tesfaye,3404.38,Yes
Selamawit Hailemariam,6365.52,No
Marta Wube,9954.27,Yes
Dagmawit Mekonnen,8941.11,Yes
Kidist Tamirat,7892.12,Yes
Selam Yohannes,1175.92,Yes
Samuel Mamo,6642.9,Yes
Fozia Samuel,4529.09,No
Haimanot Tamrat,4591.3,Yes
Daniel Desalegn,6927.06,Yes
Wolde Binyam,5619.79,Yes
Haimanot Worku,2932.97,Yes
Hana Getahun,8754.5,No
Getachew Amare,5917.93,Yes
Kassahun Kassaye,4208.89,Yes
Habtamu Muluken,7244.9,Yes
Yewbdar Berhanu,6432.13,Yes
Selamawit Girma,7852.22,Yes
Fikirte Yared,2445.38,Yes
Biruk Zegeye,4375.28,Yes
Wolde Tesfaye,4183.34,Yes
Tigist Binyam,9987.63,Yes
Mekonnen Amare,7448.91,Yes
Mengistu Zeleke,4432.04,Yes
Almaz Shiferaw,9286.95,Yes
Yonas Wolde,7779.84,Yes
Yohannes Legesse,3243.18,Yes
Hana Desta,3004.28,Yes
Selam Tesfu,131.67,No
Hayat Zeleke,4934.98,Yes
Mekuria Selamawit,9266.12,Yes
Ruth Getnet,2707.85,No
Fekadu Mitiku,8767.36,Yes
Zufan Eshetu,7235.53,Yes
Lomi Gizachew,9208.1,Yes
Hiwot Misgana,3870.9,Yes
Yohannes Tsegaye,6655.53,No
Selamawit Getachew,6970.13,No
Yonas Moges,2270.85,Yes
Legesse Abraham,3087.81,Yes
Wondimu Girma,8474.64,Yes
Mahlet Melaku,8710.73,Yes
Mengistu Girma,2361.14,Yes
Selam Amare,3194.32,Yes
Tariku Kibrom,3640.43,Yes
Asnake Yohannes,6872.83,No
Hirut Eyob,5067.34,Yes
Nigussie Leul,3178.97,Yes
Rahel Daniel,1777.53,Yes
Mamo Wondimu,2496.69,Yes
Mahlet Hussen,7700.95,Yes
Samuel Yonas,6619.26,Yes
Abigail Melaku,2504.64,Yes
Senait Leul,4123.01,No
Gebru Sintayehu,4991.0,Yes
Muluken Wolde,3758.75,No
Tebarek Mesfin,1960.28,Yes
Adel Sintayehu,1382.23,Yes
Dagnachew Tesfu,3461.32,Yes
Gete Ermias,7367.02,Yes
Senait Worku,1060.71,No
Misrak Endale,7290.55,No
Mekuria Desalegn,4883.18,Yes
Alemnesh Kebede,4544.88,Yes
Dinknesh Nega,464.29,No
Getachew Zegeye,3505.28,Yes
Aster Melaku,6330.83,Yes
Birhanu Yonas,5463.47,Yes
Zeleke Henok,742.71,Yes
Magi Kidane,3474.96,Yes
Teshome Birhanu,9099.0,Yes
Kidist Daniel,8197.66,No
Yeshi Kidane,2403.28,Yes
Mulugeta Zerihun,3298.58,Yes
Lomi Muluken,6683.57,Yes
Rahel Shiferaw,6192.44,No
Yeshi Demeke,9907.56,No
Zemzem Misgana,187.47,Yes
Emebet Tamirat,5518.35,Yes
Yeshi Demelash,1034.04,No
Sisay Muluken,7340.59,Yes
Yordanos Wondimu,6898.79,No
Mihret Bekele,8490.38,No
Amare Mekonnen,8598.93,Yes
Abigail Desalegn,5251.66,Yes
Dagmawit Yared,5774.14,Yes
Solomon Habtemariam,5485.52,Yes
Dawit Yonas,843.64,Yes
Solomon Mitiku,9864.03,Yes
Merid Yonas,994.42,Yes
Yonas Desalegn,2415.65,No
Sisay Kebede,4835.86,Yes
Gebeyehu Ermias,9133.3,Yes
Abiyot Yohannes,3101.77,Yes
Hana Tilahun,5972.97,Yes
Zewdu Geremew,2805.88,Yes
Selamawit Tamirat,3143.67,Yes
Yewbdar Dawit,3863.02,Yes
Wubit Dawit,7295.65,Yes
Negusu Moges,9052.81,Yes
Rahel Mengistu,2266.16,Yes
Nebiyu Leul,4255.84,No
Yilma Birhanu,7052.67,Yes
Kassahun Selamawit,9728.34,No
Sintayehu Bekele,7983.22,Yes
Misgana Girma,1421.49,Yes
Melaku Wondimu,8265.36,Yes
Yohannes Nega,716.39,No
Tigist Hailu,6191.28,No
Kebede Redae,116.01,No
Lensa Gizachew,391.48,Yes
Dagnachew Kidane,3177.66,Yes
Abiyot Tamrat,118.54,No
Amare Demeke,3666.01,Yes
Ayisha Geremew,984.97,Yes
Lomi Melaku,2770.15,Yes
Desta Hailemariam,2142.06,Yes
Kassaye Mitiku,3954.74,Yes
Mitiku Nebiyu,3835.94,No
Abiyot Hussen,8568.06,No
Tsion Samuel,4070.45,Yes
Fikirte Yared,3542.81,Yes
Hirut Tesfu,7538.87,No
Melaku Gebeyehu,8458.74,Yes
Tadesse Yilma,5365.85,Yes
Hiwot Tadese,5334.42,Yes
Selamawit Kibrom,9286.53,Yes
Girma Wube,8716.93,Yes
Hussen Tamirat,6600.49,Yes
Adamu Birhanu,858.36,Yes
Zemzem Eyob,1269.27,Yes
Moges Habtemariam,4770.56,Yes
Yemane Tadesse,6222.73,Yes
Abigail Melaku,8342.17,Yes
Mulu Asnake,1799.2,Yes
Gelila Yilma,8842.97,No
Misrak Samuel,6897.6,Yes
Eshetu Dagnachew,8980.23,Yes
Yohannes Zegeye,2616.76,Yes
Gete Tamrat,1380.34,Yes
Genet Zeleke,506.07,Yes
Tinsae Zegeye,4272.37,Yes
Tigist Kidist,2662.83,Yes
Zebene Getahun,7398.51,Yes
Tebarek Binyam,9655.95,Yes
Adanech Girma,9501.9,Yes
Mekuria Haile,6134.23,Yes
Ruth Getnet,5362.57,Yes
Asnake Desta,9376.79,Yes
Milki Melaku,6703.47,No
Sifan Eshetu,2842.23,Yes
Ayantu Teshome,3448.77,Yes
Tigist Tamirat,7662.12,Yes
Selam Yohannes,6618.51,No
Amare Demelash,6587.21,Yes
Nardos Fekadu,9446.82,Yes
Meron Abebe,7046.67,Yes
Sisay Tesfu,3620.58,Yes
Nardos Mitiku,1064.85,No
Haimanot Tamrat,4975.37,Yes
Yared Gizachew,3705.67,Yes
Tena Abiyot,2296.11,No
Tilahun Melaku,8338.85,No
Yilma Muluken,7328.77,Yes
Kassaye Geremew,1555.78,Yes
Yemane Adamu,2406.53,Yes
Amare Desta,2467.32,No
Mihret Legesse,4734.78,Yes
Yeshi Desalegn,6165.48,Yes
Senait Melaku,7238.55,Yes
Sifan Mengistu,2074.04,Yes
Aster Demeke,9780.13,Yes
Selamawit Girma,2620.09,Yes
Girma Shiferaw,887.41,No
Kassahun Tsegaye,8980.69,Yes
Hiwot Gebru,8098.77,No
Abebech Yilma,3958.44,Yes
Tigist Abraham,6148.23,Yes
Merid Hussen,8147.44,Yes
Kassaye Berhanu,7973.6,No
Zerihun Mulugeta,5397.49,Yes
Wondimu Wolde,4182.7,Yes
Shiferaw Binyam,7978.49,Yes
Marta Eyob,3327.96,Yes
Tigist Dagnachew,7235.82,Yes
Amel Wondimu,7865.52,Yes
Nebiyu Gebeyehu,657.77,Yes
Selam Yohannes,9134.74,Yes
Sintayehu Moges,3198.17,Yes
Bethelhem Yonas,7446.04,Yes
Ruth Mekonnen,4935.78,Yes
Nega Berhanu,1488.66,Yes
